Categoría de carrera,Titulo,Nivel
Ingeniería Química,Doctor en Ingenieria en Procesamiento de Minerales,Posgrado
Ingeniería Básica,Doctor en Ingenieria Fisico Matematica,Posgrado
Ingeniería Hidráulica,Doctor en Ingenieria Hidraulica,Posgrado
Ingeniería Industrial,Doctor en Ingenieria Industrial,Posgrado
Ingeniería en Sistemas,Doctor en Ingenieria Informatica,Posgrado
Ingeniería Mecánica,Doctor en Ingenieria Mecanica,Posgrado
Ingeniería Mecánica,Doctor en Ingenieria Mecanica y Construccion,Posgrado
Bioingeniería,Doctor en Ingenieria Mencion Bioingenieria,Posgrado
Tecnología e Ingeniería en Alimentos,Doctor en Ingenieria Mencion Ciencia y Tecnologia de Alimentos,Posgrado
Ingeniería Agronómica,Doctor en Ingenieria Mencion Ciencias Agropecuarias,Posgrado
Tecnología e Ingeniería en Alimentos,Doctor en Ingenieria Mencion en Ingenieria Alimentaria,Posgrado
"Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo",Doctor en Ingenieria Nuclear,Posgrado
Ingeniería Química,Doctor en Ingenieria Quimica,Posgrado
Química,"Doctor en Ingenieria Quimica, Mencion Procesos Limpios",Posgrado
Ingeniería Ambiental,"Doctor en Ingenieria, mencion Civil-Ambiental",Posgrado
Ingeniería Electrónica,"Doctor en Ingenieria, mencion Electronica",Posgrado
Ingeniería en Construcciones,"Doctor en Ingenieria, mencion en Ensayos Estructurales",Posgrado
Ingeniería Industrial,"Doctor en Ingenieria, mencion Industrial",Posgrado
Ingeniería en Materiales,"Doctor en Ingenieria, mencion Materiales",Posgrado
Ingeniería Mecánica,"Doctor en Ingenieria, mencion Mecanica Teorica y Aplicada",Posgrado
Ingeniería Básica,"Doctor en Ingenieria, mencion Procesamiento de Señales e Imagenes",Posgrado
Ingeniería Química,"Doctor en Ingenieria, mencion Quimica",Posgrado
Ingeniería en Sistemas,"Doctor en Ingenieria, mencion Sistemas de Informacion",Posgrado
Ingeniería Electrónica,"Doctor en Ingenieria, Orientacion Electronica",Posgrado
Matemática,Doctor en Matematica,Posgrado
Matemática,Doctor en Matematica Computacional e Industrial,Posgrado
Ciencias del Ambiente y Recursos Naturales,Doctor en Medio Ambiente Visual e Iluminacion Eficiente,Posgrado
Biología,Doctor en Microbiologia Clinica e Industrial,Posgrado
Química,Doctor en Quimica,Posgrado
Ciencias del Ambiente y Recursos Naturales,Doctor en Riesgos Naturales y Estudios Geologicos de Campo,Posgrado
Tecnología e Ingeniería en Alimentos,Doctor en Tecnologia de los Alimentos,Posgrado
"Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo",Doctor en Tecnologia Nuclear,Posgrado
Química,Doctor en Tecnologia Quimica,Posgrado
Tecnología e Ingeniería en Alimentos,Doctor Regional en Alimentos - NOA,Posgrado
Geografía,Doctor/a en Geografia,Posgrado
Sanidad y Saneamiento Ambiental,Educador Sanitario,Pregrado
Electrónica,Electronico Universitario,Pregrado
Tecnología y Ciencias Aplicadas,Especialista en Gestion de las Tecnologias - MD,Posgrado
Farmacia,Especialista en Administracion y Auditoria en Farmacia,Posgrado
Producción e Ingeniería Agropecuaria,Especialista en Alimentacion de Bovinos,Posgrado
Carrera No Definida,Especialista en Ambiente y Desarrollo Sustentable,Posgrado
Producción e Ingeniería Agropecuaria,Especialista en Ambiente y Ecologia de Sistemas Agroproductivos,Posgrado
Tecnología e Ingeniería en Alimentos,Especialista en Analisis de Alimentos,Posgrado
"Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo",Especialista en Aplicaciones Tecnologicas de la Energia Nuclear,Posgrado
Carrera No Definida,Especialista en Auditoria de Atencion de la Salud,Posgrado
Bioquímica,Especialista en Bacteriologia,Posgrado
Biología,Especialista en Bacteriologia Clinica,Posgrado
Biología,Especialista en Bacteriologia Clinica - area Microbiologia,Posgrado
Biología,Especialista en Bioinformatica,Posgrado
Bioquímica,Especialista en Bioquimica Clinica,Posgrado
Bioquímica,Especialista en Bioquimica Clinica - area Citologia,Posgrado
Bioquímica,Especialista en Bioquimica Clinica - area Endocrinologia,Posgrado
Bioquímica,Especialista en Bioquimica Clinica - area Hematologia,Posgrado
Bioquímica,Especialista En Bioquimica Clinica - area Microbiologia Clinica,Posgrado
Bioquímica,Especialista en Bioquimica Clinica (Area Hepatologia),Posgrado
Bioquímica,Especialista en Bioquimica Clinica (Modalidad Residencia),Posgrado
Bioquímica,Especialista en Bioquimica Clinica en Bacteriologia,Posgrado
Bioquímica,Especialista en Bioquimica Clinica en Bromatologia,Posgrado
Bioquímica,Especialista en Bioquimica Clinica en el area de Endocrinologia,Posgrado
Bioquímica,Especialista en Bioquimica Clinica en Endocrinologia,Posgrado
Bioquímica,Especialista en Bioquimica Clinica en Hematologia,Posgrado
Bioquímica,Especialista en Bioquimica Clinica en Inmunologia,Posgrado
Bioquímica,Especialista en Bioquimica Clinica en Parasitologia,Posgrado
Bioquímica,Especialista en Bioquimica Clinica en Toxicologia y Bioquimica Legal,Posgrado
Bioquímica,Especialista en Bioquimica Clinica en Virologia,Posgrado
Bioquímica,"Especialista en Bioquimica Clinica, area Bacteriologia Clinica (con mencion de titulo de grado)",Posgrado
Bioquímica,"Especialista en Bioquimica Clinica, area Citologia",Posgrado
Bioquímica,"Especialista en Bioquimica Clinica, area Citologia (con mencion de titulo de grado)",Posgrado
Bioquímica,"Especialista en Bioquimica Clinica, area Endocrinologia",Posgrado
Bioquímica,"Especialista en Bioquimica Clinica, area Endocrinologia (con mencion de titulo de grado)",Posgrado
Bioquímica,"Especialista en Bioquimica Clinica, area Gestion de Calidad y Auditoria en Bioquimica Clinica",Posgrado
Bioquímica,"Especialista en Bioquimica Clinica, area Gestion de Calidad y Auditoria en Bioquimica Clinica (con mencion de titulo de grado)",Posgrado
Bioquímica,"Especialista en Bioquimica Clinica, area Hematologia",Posgrado
Bioquímica,"Especialista en Bioquimica Clinica, area Hematologia (con mencion de titulo de grado)",Posgrado
Bioquímica,"Especialista en Bioquimica Clinica, area Parasitologia",Posgrado
Bioquímica,"Especialista en Bioquimica Clinica, area Quimica Clinica",Posgrado
Bioquímica,Especialista en Bioquimica Clinica: Hematologia,Posgrado
Ingeniería Ambiental,Especialista en Bioseguridad y Preservacion Ambiental,Posgrado
Bioquímica,Especialista en Biotecnologia Bioquimico Farmaceutica,Posgrado
Bioingeniería,Especialista en Biotecnologia Industrial,Posgrado
Bromatología,Especialista en Bromatologia,Posgrado
Bromatología,Especialista en Bromatologia y Tecnologia de Alimentos,Posgrado
Carrera No Definida,Especialista en Calidad de Aguas Superficiales,Posgrado
Construcciones,Especialista en Calidad de la Construccion,Posgrado
Tecnología e Ingeniería en Alimentos,Especialista en Calidad e Inocuidad de Alimentos,Posgrado
Ciencias del Ambiente y Recursos Naturales,Especialista en Calidad Ecologica y Restauracion de Sistemas Fluviales,Posgrado
Higiene y Seguridad Industrial,Especialista en Calidad Industrial,Posgrado
Tecnología e Ingeniería en Alimentos,Especialista en Calidad Industrial en Alimentos,Posgrado
"Computación, Sistemas e Informática",Especialista en Ciencia de Datos,Posgrado
Tecnología e Ingeniería en Alimentos,Especialista en Ciencia y Tecnologia de la Leche y Productos Lacteos,Posgrado
Tecnología e Ingeniería en Alimentos,Especialista en Ciencia y Tecnologia de los Alimentos,Posgrado
"Computación, Sistemas e Informática",Especialista en Ciencias de la Computacion con Orientacion Bases de Datos,Posgrado
Tecnología e Ingeniería en Alimentos,Especialista en Ciencias de los Alimentos,Posgrado
Geografía,Especialista en Ciencias del Territorio,Posgrado
Química,Especialista en Ciencias Quimicas con mencion en Diagnostico Ambiental,Posgrado
Química,Especialista en Ciencias Quimicas y Ambiente,Posgrado
"Computación, Sistemas e Informática","Especialista en Computacion Grafica, Imagenes y Vision por Computadora",Posgrado
"Computación, Sistemas e Informática",Especialista en Computo de Altas Prestaciones y Tecnologia GRID,Posgrado
"Computación, Sistemas e Informática",Especialista en Computos de Alta Prestacion y Tecnicas GP,Posgrado
"Computación, Sistemas e Informática",Especialista en Conduccion de Sistemas de Informacion,Posgrado
Carrera No Definida,Especialista en Conduccion Tactica y Operacional Naval,Posgrado
Ciencias del Ambiente y Recursos Naturales,Especialista en Conservacion de la Biodiversidad,Posgrado
"Computación, Sistemas e Informática",Especialista en Conservacion Preventiva de Soportes de Informacion,Posgrado
Ingeniería Hidráulica,Especialista en Contaminacion de Aguas Subterraneas,Posgrado
Geografía,Especialista en Contenidos Educativos de Geografia,Posgrado
Tecnología e Ingeniería en Alimentos,Especialista en Control de Calidad de los Alimentos,Posgrado
"Computación, Sistemas e Informática",Especialista en Criptografia y Seguridad Teleinformatica,Posgrado
Producción e Ingeniería Agropecuaria,Especialista en Cultivos de Granos,Posgrado
Producción e Ingeniería Agropecuaria,Especialista en Cultivos Intensivos,Posgrado
Carrera No Definida,Especialista en Derecho Informatico,Posgrado
Farmacia,Especialista en Dermocosmetica,Posgrado
Farmacia,Especialista en Desarrollo Galenico y Produccion Farmaceutica,Posgrado
Ingeniería Industrial,Especialista en Desarrollo Industrial Sustentable y Tecnologia,Posgrado
Producción e Ingeniería Agropecuaria,Especialista en Desarrollo Rural,Posgrado
Ciencias del Ambiente y Recursos Naturales,Especialista en Desarrollo Sustentable,Posgrado
Ingeniería Ambiental,Especialista en Desarrollo Sustentable del Habitat Humano,Posgrado
Carrera No Definida,Especialista en Diagnostico y Evaluacion Ambiental,Posgrado
Meteorología,Especialista en Diseño Bioclimatico,Posgrado
Estadística,Especialista en Diseño de Encuestas y Analisis de Datos para la Planificacion Social,Posgrado
Ingeniería en Construcciones,Especialista en Diseño de Redes e Instalaciones de Gas Natural,Posgrado
Tecnología y Ciencias Aplicadas,"Especialista en Divulgacion de la Ciencia, la Tecnologia y la Innovacion",Posgrado
"Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo",Especialista en Economia del Petroleo y del Gas Natural,Posgrado
Ciencias del Ambiente y Recursos Naturales,Especialista en Educacion en Ciencias Exactas y Naturales,Posgrado
Bioingeniería,Especialista en Emprendimientos Biotecnologicos,Posgrado
Ciencias del Ambiente y Recursos Naturales,Especialista en Energias Renovables,Posgrado
Ingeniería en Materiales,Especialista en Ensayos No Destructivos,Posgrado
Geografía,Especialista en Enseñanza de las Ciencias Sociales con mencion en Geografia,Posgrado
Física,Especialista en Ergonomia,Posgrado
Estadística,Especialista en Estadistica,Posgrado
Estadística,Especialista en Estadistica orientacion Diseño Experimental,Posgrado
Estadística,Especialista en Estadistica para Ciencias de la Salud,Posgrado
Farmacia,Especialista en Esterilizacion para Farmaceuticos,Posgrado
Tecnología y Ciencias Aplicadas,Especialista en Estudios de Tecnologias Urbanas Sostenibles,Posgrado
Administración y Gestión Ambiental,Especialista en Evaluacion Ambiental,Posgrado
Administración y Gestión Ambiental,Especialista en Evaluacion de Contaminacion Ambiental y su Riesgo Toxicologico,Posgrado
Ciencias del Ambiente y Recursos Naturales,Especialista en Evaluacion de Impacto Ambiental,Posgrado
Geología,Especialista en Evaluacion Geologica de Formaciones Petroliferas y Gasiferas,Posgrado
"Computación, Sistemas e Informática",Especialista en Explotacion de Datos y Descubrimiento de Conocimiento,Posgrado
Estadística,Especialista en Explotacion de Datos y Descubrimiento de Conocimiento (Data Mining & Knowledge Discovery).,Posgrado
"Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo","Especialista en Explotacion de Yacimientos, rama Ingenieria de Reservorio",Posgrado
"Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo","Especialista en Explotacion de Yacimientos, Rama Ingenieria de Reservorio Especializado en Gas",Posgrado
Farmacia,Especialista en Farmacia (area Esterilizacion),Posgrado
Farmacia,Especialista en Farmacia Clinica,Posgrado
Farmacia,Especialista en Farmacia Clinica y Atencion Farmaceutica,Posgrado
Farmacia,Especialista en Farmacia Comunitaria,Posgrado
Farmacia,Especialista en Farmacia Hospitalaria,Posgrado
Farmacia,Especialista en Farmacologia Clinica,Posgrado
Producción e Ingeniería Agropecuaria,Especialista en Fertilidad de Suelos y Fertilizacion,Posgrado
Física,Especialista en Fisica de la Medicina Nuclear,Posgrado
Producción e Ingeniería Agropecuaria,Especialista en Formulacion y Evaluacion de Proyectos Agropecuarios y Agroindustriales,Posgrado
"Computación, Sistemas e Informática",Especialista en Formulacion y Evaluacion de Proyectos de Innovacion Tecnologica,Posgrado
Tecnología e Ingeniería en Alimentos,Especialista en Formulacion y Gestion de Calidad de Alimentos Dieteticos,Posgrado
"Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo",Especialista en Gas,Posgrado
"Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo",Especialista en Gas Natural,Posgrado
Geología,Especialista en Geologia Ambiental,Posgrado
Geología,Especialista en Geologia Minera,Posgrado
"Computación, Sistemas e Informática",Especialista en Georreferenciacion,Posgrado
Carrera No Definida,Especialista en Gerontologia Social,Posgrado
Administración y Gestión Ambiental,Especialista en Gestion Ambiental,Posgrado
Administración y Gestión Ambiental,Especialista en Gestion Ambiental en Sistemas Agroalimentarios,Posgrado
Administración y Gestión Ambiental,Especialista en Gestion Ambiental Metropolitana,Posgrado
Bioquímica,Especialista en Gestion de Calidad y Auditoria en Bioquimica Clinica,Posgrado
Administración y Gestión Ambiental,Especialista en Gestion de Empresas de Agua y Saneamiento,Posgrado
Higiene y Seguridad Industrial,Especialista en Gestion de la Calidad,Posgrado
Carrera No Definida,Especialista en Gestion de la Calidad en Servicios de Enfermeria,Posgrado
Carrera No Definida,Especialista en Gestion de la Calidad en Servicios de Nutricion,Posgrado
Tecnología y Ciencias Aplicadas,"Especialista en Gestion de la Ciencia, la Tecnologia y la Innovacion",Posgrado
Tecnología y Ciencias Aplicadas,Especialista en Gestion de la Innovacion y la Vinculacion Tecnologica,Posgrado
Tecnología y Ciencias Aplicadas,Especialista en Gestion de la Innovacion y Vinculacion Tecnologica,Posgrado
Producción Animal,Especialista en Gestion de la Produccion Bovina de Carne en la Region Semiarida Central,Posgrado
Ciencias del Ambiente y Recursos Naturales,Especialista en Gestion de la Proteccion del Ambiente Acuatico,Posgrado
Tecnología y Ciencias Aplicadas,Especialista en Gestion de la Tecnologia y la Innovacion,Posgrado
Ingeniería Civil,Especialista en Gestion de Obras Civiles,Posgrado
Ciencias del Ambiente y Recursos Naturales,Especialista en Gestion de Produccion y Ambiente,Posgrado
Administración y Gestión Ambiental,Especialista en Gestion de Riesgos Ambientales,Posgrado
Ingeniería en Telecomunicaciones,Especialista en Gestion de Servicios Tecnologicos y de Telecomunicaciones,Posgrado
Carrera No Definida,Especialista en Gestion de Sistemas Agroalimentarios,Posgrado
Tecnología y Ciencias Aplicadas,Especialista en Gestion de Tecnologias Innovadoras,Posgrado
"Computación, Sistemas e Informática",Especialista en Gestion Estrategica de la Tecnologia Informatica,Posgrado
Carrera No Definida,Especialista en Gestion Estrategica de Sistemas y Tecnologias de la Informacion,Posgrado
Tecnología y Ciencias Aplicadas,Especialista en Gestion Tecnologica,Posgrado
Tecnología y Ciencias Aplicadas,Especialista en Gestion y Vinculacion Tecnologica,Posgrado
Ingeniería Hidráulica,Especialista en Hidraulica,Posgrado
Ingeniería Hidráulica,Especialista en Hidraulica de Rios,Posgrado
Ingeniería Hidráulica,Especialista en Hidraulica Urbana,Posgrado
Higiene y Seguridad Industrial,Especialista en Higiene y Seguridad Alimentaria,Posgrado
Higiene y Seguridad Industrial,Especialista en Higiene y Seguridad en el Trabajo,Posgrado
Higiene y Seguridad Industrial,Especialista en Higiene y Seguridad en el Trabajo Agrario,Posgrado
Higiene y Seguridad Industrial,Especialista en Higiene y Seguridad en la Construccion de Obras Arquitectonicas,Posgrado
Higiene y Seguridad Industrial,Especialista en Higiene y Seguridad Laboral en la Industria de la Construccion,Posgrado
Higiene y Seguridad Industrial,"Especialista en Higiene, Seguridad y Medio Ambiente en la Construccion",Posgrado
Carrera No Definida,Especialista en Implantologia,Posgrado
"Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo",Especialista en Industria Petroquimica - MD,Posgrado
Farmacia,"Especialista en Industrias Bioquimico-Farmaceuticas, orientacion Desarrollo Galenico y Produccion Farmaceutica",Posgrado
"Computación, Sistemas e Informática",Especialista en Informatica Educativa,Posgrado
"Computación, Sistemas e Informática",Especialista en Informatica Medica,Posgrado
Ciencias del Ambiente y Recursos Naturales,Especialista en Ingenieria Ambiental,Posgrado
"Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo",Especialista en Ingenieria Bioenergetica,Posgrado
Bioingeniería,Especialista en Ingenieria Clinica,Posgrado
Ingeniería Vial,Especialista en Ingenieria de Caminos - Orientacion Construcciones y Proyectos,Posgrado
Ingeniería Vial,Especialista en Ingenieria de Caminos de Montaña,Posgrado
Ingeniería Vial,Especialista en Ingenieria de Caminos Orientacion Planeamiento y Proyecto,Posgrado
"Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo",Especialista en Ingenieria de Petroleo y Derivados,Posgrado
Ingeniería Industrial,Especialista en Ingenieria de Planta y Produccion,Posgrado
"Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo",Especialista en Ingenieria de Reservorios,Posgrado
Ingeniería en Sistemas,Especialista en Ingenieria de Software,Posgrado
Ingeniería Industrial,Especialista en Ingenieria en Automatizacion Industrial,Posgrado
Ingeniería Industrial,Especialista en Ingenieria en Calidad,Posgrado
Ingeniería Electromecánica,Especialista en Ingenieria en Control Automatico,Posgrado
Ingeniería en Sistemas,Especialista en Ingenieria en Sistemas de Informacion,Posgrado
Ingeniería en Telecomunicaciones,Especialista en Ingenieria en Telecomunicaciones,Posgrado
Carrera No Definida,Especialista en Ingenieria en Telecomunicaciones,Posgrado
Ingeniería en Construcciones,Especialista en Ingenieria Estructural,Posgrado
Ingeniería Mecánica,"Especialista en Ingenieria Estructural orientada a Recipientes, Contenedores de Presion, Cañerias y Equipos",Posgrado
Ingeniería Vial,Especialista en Ingenieria Ferroviaria,Posgrado
Ingeniería Mecánica,Especialista en Ingenieria Mecanica Forense,Posgrado
Ingeniería Electrónica,Especialista en Ingenieria Optoelectronica,Posgrado
Ingeniería Naval,Especialista en Ingenieria Portuaria,Posgrado
Ciencias del Ambiente y Recursos Naturales,Especialista en Ingenieria Sanitaria,Posgrado
Ciencias del Ambiente y Recursos Naturales,Especialista en Ingenieria Sanitaria - MD -,Posgrado
Ciencias del Ambiente y Recursos Naturales,Especialista en Ingenieria Sanitaria y Ambiental,Posgrado
Ingeniería Vial,Especialista en Ingenieria Vial,Posgrado
"Computación, Sistemas e Informática",Especialista en Ingenieria Web,Posgrado
Ingeniería Básica,Especialista en Ingenieria y Gestion de Mantenimiento,Posgrado
Biología,Especialista en Inmunohematologia,Posgrado
Biología,Especialista en Inmunologia,Posgrado
Tecnología e Ingeniería en Alimentos,Especialista en Inocuidad y Calidad Agroalimentaria,Posgrado
"Computación, Sistemas e Informática",Especialista en Integracion de Tecnologias Informaticas,Posgrado
"Computación, Sistemas e Informática",Especialista en Interconexion de Redes y Servicios,Posgrado
"Computación, Sistemas e Informática",Especialista en Intranet,Posgrado
Logística y Transportes,Especialista en Logistica,Posgrado
Logística y Transportes,Especialista en Logistica Integrada,Posgrado
Administración y Gestión Ambiental,Especialista en Management Ambiental,Posgrado
Tecnología y Ciencias Aplicadas,Especialista en Management Tecnologico,Posgrado
Ciencias del Ambiente y Recursos Naturales,Especialista en Manejo Ambiental del Territorio,Posgrado
Administración y Gestión Ambiental,Especialista en Manejo Ambiental en Patagonia Arida,Posgrado
Producción e Ingeniería Agropecuaria,Especialista en Manejo de Agroquimicos,Posgrado
Producción e Ingeniería Agropecuaria,Especialista en Manejo de Poscosecha de Granos,Posgrado
Ingeniería Forestal e Industrias de la Madera,Especialista en Manejo de Recursos Forestales,Posgrado
Ingeniería Forestal e Industrias de la Madera,Especialista en Manejo de Sistemas Pastoriles,Posgrado
Producción e Ingeniería Agropecuaria,Especialista en Manejo de Suelos y Cultivos en Siembra Directa,Posgrado
Sanidad y Saneamiento Ambiental,Especialista en Manejo Integrado de Plagas en Cultivos Extensivos,Posgrado
Administración y Gestión Ambiental,"Especialista en Manejo Integrado de Plagas: Antropodos, Enfermedades y Malezas",Posgrado
Ingeniería Mecánica,Especialista en Mantenimiento,Posgrado
Matemática,Especialista en Matematica y sus Aplicaciones,Posgrado
Ingeniería en Materiales,Especialista en Materiales Explosivos,Posgrado
Producción e Ingeniería Agropecuaria,Especialista en Mecanizacion Agricola,Posgrado
Higiene y Seguridad Industrial,"Especialista en Medicina, Higiene y Seguridad en el Trabajo",Posgrado
Administración y Gestión Ambiental,Especialista en Medio Ambiente Visual e Iluminacion Eficiente,Posgrado
Biología,Especialista en Mejoramiento Genetico Vegetal,Posgrado
Biología,Especialista en Micologia y Parasitologia,Posgrado
Biología,Especialista en Microbiologia Clinica,Posgrado
Biología,Especialista en Parasitologia,Posgrado
Carrera No Definida,Especialista en Patologia Medica,Posgrado
Ingeniería Civil,Especialista en Patologia y Control de Calidad de Estructuras Sismorresistentes,Posgrado
Ingeniería en Construcciones,Especialista en Patologias de las Estructuras,Posgrado
Construcciones,Especialista en Patologias y Terapeuticas de la Construccion,Posgrado
Producción e Ingeniería Pesquera,Especialista en Pesquerias Marinas,Posgrado
"Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo",Especialista en Petroleo,Posgrado
Tecnología y Ciencias Aplicadas,Especialista en Planificacion y Gestion de las Tecnologias de la Informacion,Posgrado
Biología,Especialista en Plantas Medicinales,Posgrado
Tecnología y Ciencias Aplicadas,Especialista en Politica y Gestion de la Ciencia y la Tecnologia,Posgrado
Logística y Transportes,Especialista en Politica y Planificacion del Transporte,Posgrado
Higiene y Seguridad Industrial,Especialista en Prevencion de Riesgos Laborales,Posgrado
Administración y Gestión Ambiental,"Especialista en Prevencion, Planificacion y Manejo Integrado de areas Propensas a Desastre",Posgrado
Geografía,Especialista en Problematicas Sociales de la Geografia,Posgrado
Bioingeniería,Especialista en Procesos Biotecnologicos,Posgrado
Producción Animal,Especialista en Produccion Animal,Posgrado
Producción Animal,Especialista en Produccion Bovina,Posgrado
Farmacia,Especialista en Produccion de Cosmeticos,Posgrado
Producción e Ingeniería Agropecuaria,Especialista en Produccion de Cultivos Extensivos,Posgrado
"Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo",Especialista en Produccion de Petroleo y Gas,Posgrado
Producción e Ingeniería Agropecuaria,"Especialista en Produccion de Semillas de Cereales, Oleaginosas y Forrajeras",Posgrado
Producción e Ingeniería Agropecuaria,Especialista en Produccion Lechera,Posgrado
Producción Animal,Especialista en Produccion Lechera,Posgrado
Producción e Ingeniería Agropecuaria,Especialista en Produccion Vegetal,Posgrado
"Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo",Especialista en Produccion y Tratamiento de Gas Natural,Posgrado
"Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo",Especialista en Proteccion Radiologica y Seguridad de las Fuentes de Radiacion,Posgrado
Producción e Ingeniería Agropecuaria,Especialista en Proteccion Vegetal,Posgrado
Química,Especialista en Quimica Ambiental,Posgrado
Bioquímica,Especialista en Quimica Clinica,Posgrado
"Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo",Especialista en Radioquimica,Posgrado
"Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo",Especialista en Radioquimica y Aplicaciones Nucleares,Posgrado
"Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo",Especialista en Reactores Nucleares,Posgrado
"Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo",Especialista en Reactores Nucleares y su Ciclo de Combustible,Posgrado
Ciencias del Ambiente y Recursos Naturales,Especialista en Recursos Naturales,Posgrado
"Computación, Sistemas e Informática",Especialista en Redes de Datos,Posgrado
"Computación, Sistemas e Informática",Especialista en Redes y Seguridad,Posgrado
Producción Animal,Especialista en Reproduccion Bovina,Posgrado
Producción e Ingeniería Agropecuaria,Especialista en Riego de Tierras Agricolas,Posgrado
Ingeniería Hidráulica,Especialista en Riego y Drenaje,Posgrado
Sanidad y Saneamiento Ambiental,Especialista en Salud Social y Comunitaria,Posgrado
Producción Animal,Especialista en Salud y Produccion Porcina,Posgrado
Higiene y Seguridad Industrial,Especialista en Salud y Seguridad en el Proyecto y Construccion de Edificios,Posgrado
Tecnología e Ingeniería en Alimentos,Especialista en Seguridad Alimentaria,Posgrado
Bromatología,Especialista en Seguridad de los Alimentos de Origen Animal,Posgrado
Higiene y Seguridad Industrial,Especialista en Seguridad e Higiene en el ambito Laboral,Posgrado
Higiene y Seguridad Industrial,Especialista en Seguridad e Higiene en el Trabajo,Posgrado
Higiene y Seguridad Industrial,Especialista en Seguridad e Higiene en la Industria de la Construccion,Posgrado
"Computación, Sistemas e Informática",Especialista en Seguridad Informatica,Posgrado
"Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo",Especialista en Seguridad Nuclear,Posgrado
Higiene y Seguridad Industrial,"Especialista en Seguridad, Higiene y Proteccion Ambiental",Posgrado
Ingeniería en Telecomunicaciones,Especialista en Servicios y Redes de Telecomunicaciones,Posgrado
Logística y Transportes,Especialista en Servicios y Sistemas Distribuidos,Posgrado
Ingeniería Metalúrgica,Especialista en Siderurgia,Posgrado
Producción e Ingeniería Agropecuaria,Especialista en Siembra Directa,Posgrado
Ingeniería en Sistemas,Especialista en Simulacion y Mecanica Computacional Aplicada al Diseño en Ingenieria,Posgrado
Ingeniería en Sistemas,Especialista en Sistemas de Control,Posgrado
Ingeniería Electromecánica,Especialista en Sistemas de Energia Electrica: Proyecto y Gestion Tecnologica,Posgrado
"Computación, Sistemas e Informática",Especialista en Sistemas de Informacion,Posgrado
"Computación, Sistemas e Informática",Especialista en Sistemas de Informacion Avanzados,Posgrado
"Computación, Sistemas e Informática",Especialista en Sistemas de Informacion Economica,Posgrado
Producción Animal,Especialista en Sistemas de Produccion Animal Sustenable,Posgrado
Ingeniería en Telecomunicaciones,Especialista en Sistemas de Radar e Instrumentacion,Posgrado
Ingeniería en Sistemas,Especialista en Sistemas Embebidos,Posgrado
Electromecánica,Especialista en Soldadura,Posgrado
Tecnología y Ciencias Aplicadas,Especialista en Tecnologia Aeroespacial,Posgrado
Administración y Gestión Ambiental,Especialista en Tecnologia Ambiental,Posgrado
Tecnología e Ingeniería en Alimentos,Especialista en Tecnologia de Alimentos,Posgrado
Tecnología e Ingeniería en Alimentos,Especialista en Tecnologia de Alimentos del NOA,Posgrado
Tecnología e Ingeniería en Alimentos,Especialista en Tecnologia de los Alimentos,Posgrado
Ingeniería en Telecomunicaciones,Especialista en Tecnologia de Telecomunicaciones,Posgrado
Tecnología y Ciencias Aplicadas,Especialista en Tecnologia de Transformacion de Plasticos,Posgrado
"Computación, Sistemas e Informática",Especialista en Tecnologia Informatica Aplicada a la Educacion,Posgrado
"Computación, Sistemas e Informática",Especialista en Tecnologia Informatica Aplicada en Educacion,Posgrado
Ingeniería en Construcciones,Especialista en Tecnologia y Construccion del Hormigon,Posgrado
Carrera No Definida,Especialista en Tecnologia y Gestion de la Seguridad Contra Incendios en la Edificacion,Posgrado
Construcciones,"Especialista en Tecnologia y Produccion de la Arquitectura, orientacion Direccion Tecnica de Obra",Posgrado
Tecnología y Ciencias Aplicadas,"Especialista en Tecnologia y Produccion de la Arquitectura, orientacion Higiene y Seguridad en la Industria de la Constr",Posgrado
Construcciones,"Especialista en Tecnologia y Produccion de la Arquitectura, orientacion Organizacion Empresaria",Posgrado
Tecnología y Ciencias Aplicadas,Especialista en Tecnologia y Produccion del Habitat,Posgrado
Geografía,Especialista en Tecnologias de la Informacion Geografica (TIG),Posgrado
Ingeniería Hidráulica,Especialista en Tecnologias del Agua,Posgrado
